,Smart Card,Recommended_Collaborative_Filtering
1826,200013876535,"FASHION CONC, FROZEN NON VEG, FURNISHING, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, MELAMINE WARE, MEN'S BOTTOMWEAR, SERVE/TABLE WARE"
1827,200013876553,"FASHION CONC, FROZEN NON VEG, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE, OTC FOOD, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
1828,200013876605,"COOKWARE METAL, FASHION CONC, GIFT CARD & VOUCHERS, MELAMINE WARE, MEN'S TOPWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1829,200013876678,"CERAMIC WARE, COOKWARE METAL, EGG, FROZEN NON VEG, GLUCOSE & ENERGY, KITCHEN, KITCHEN APPLIANCES, MELAMINE WARE, SYRUPS & CONCENTRATE"
1830,200013876818,"BED, CERAMIC WARE, GLASS WARE, GLUCOSE & ENERGY, MELAMINE WARE, OTC FOOD, PICKLE/CHUTNEY, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1831,200013876827,"CERAMIC WARE, ELECTRICAL EQUIPMENT, FROZEN, GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, MEN'S INNERWEAR, SPORT"
1832,200013876942,"BATHROOM AIDS, FROZEN NON VEG, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, LAB, MEN'S TOPWEAR, READY TO EAT"
1833,200013877093,"COLOUR COSMETICS, COOKWARE METAL, ELECTRICAL EQUIPMENT, FURNISHING, KIDS BOYS BWEAR, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY, SHOE CARE"
1834,200013877154,"ALLNCE & MISC INCOME, BED, FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, KITCHEN, KITCHEN APPLIANCES, MEN'S INNERWEAR, SPORT"
1835,200013877279,"ALLNCE & MISC INCOME, CERAMIC WARE, FROZEN NON VEG, GIFT CARD & VOUCHERS, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KITCHEN, MEN'S INNERWEAR, SPORT"
1836,200013877349,"AIR FRESHENER, DESSERT, EGG, FROZEN, MEN'S BOTTOMWEAR, OTC FOOD, SYRUPS & CONCENTRATE, TEA BAGS, TOOLS AND CAR CARE"
1837,200013877367,"FASHION CONC, FROZEN NON VEG, FROZEN VEG, INDIAN WEAR TOPS, KITCHEN, MEN'S INNERWEAR, PACKD DRINKING WATER, SHOE CARE, SYRUPS & CONCENTRATE"
1838,200013877455,"BATH, FASHION CONC, FROZEN NON VEG, GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, MEN'S INNERWEAR, SERVE/TABLE WARE"
1839,200013877604,"COLOUR COSMETICS, FROZEN NON VEG, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KITCHEN, MELAMINE WARE, TEA BAGS"
1840,200013877677,"ALLNCE & MISC INCOME, BED, CERAMIC WARE, KID'S BOYS TOP WEAR, LAB, MEN'S BOTTOMWEAR, PICKLE/CHUTNEY, READY TO EAT, SERVE/TABLE WARE"
1841,200013877941,"BATHROOM AIDS, CERAMIC WARE, FROZEN NON VEG, FURNISHING, KIDS BOYS BWEAR, KITCHEN, LAB, OTC FOOD, READY TO EAT"
1842,200013878153,"FROZEN NON VEG, FURNISHING, GLASS WARE, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN, SERVE/TABLE WARE, SHOE CARE, SPORT"
1843,200013878241,"COLOUR COSMETICS, DESSERT, FURNISHING, GLASS WARE, KIDS BOYS BWEAR, MILK FOOD, OTC, OTHER RTD, PACKD DRINKING WATER"
1844,200013878533,"FASHION CONC, FROZEN NON VEG, FURNISHING, KID'S BOYS TOP WEAR, KITCHEN, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, SERVE/TABLE WARE, SHOE CARE"
1845,200013878630,"BATH, COLOUR COSMETICS, FASHION CONC, FURNISHING, INDIAN WEAR TOPS, MEN'S INNERWEAR, OTHER RTD, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
1846,200013878694,"ALLNCE & MISC INCOME, BATH, BATHROOM AIDS, CERAMIC WARE, MEN'S INNERWEAR, OTHER RTD, READY TO EAT, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1847,200013878755,"ALLNCE & MISC INCOME, BED, EGG, FOOT WEAR CONC, FROZEN NON VEG, LAB, OTC, PICKLE/CHUTNEY, READY TO EAT"
1848,200013878904,"CERAMIC WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, OTC FOOD, READY TO EAT, SHOE CARE, SYRUPS & CONCENTRATE"
1849,200013878922,"BATHROOM AIDS, COLOUR COSMETICS, FASHION CONC, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, MILK FOOD, OTHER RTD"
1850,200013878959,"COLOUR COSMETICS, FASHION CONC, FURNISHING, GLUCOSE & ENERGY, MELAMINE WARE, OTHER RTD, PICKLE/CHUTNEY, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1851,200013878977,"BED, FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, READY TO EAT, SERVE/TABLE WARE"
1852,200013879064,"BATHROOM AIDS, CERAMIC WARE, DISINFECTANT AND MUL, ELECTRICAL EQUIPMENT, FOOT WEAR CONC, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, SYRUPS & CONCENTRATE"
1853,200013879170,"COLOUR COSMETICS, COOKWARE METAL, DISINFECTANT AND MUL, ELECTRICAL EQUIPMENT, GLASS WARE, MEN'S TOPWEAR, OTC, PICKLE/CHUTNEY, READY TO EAT"
1854,200013879198,"BATHROOM AIDS, COOKWARE METAL, FASHION CONC, GIFT CARD & VOUCHERS, KITCHEN APPLIANCES, MELAMINE WARE, OTC FOOD, PICKLE/CHUTNEY, TOOLS AND CAR CARE"
1855,200013879365,"CERAMIC WARE, FROZEN NON VEG, GIFT CARD & VOUCHERS, GLASS WARE, LAB, MILK FOOD, PACKD DRINKING WATER, PICKLE/CHUTNEY, SERVE/TABLE WARE"
1856,200013879541,"COLOUR COSMETICS, FASHION CONC, FROZEN NON VEG, FURNISHING, GLUCOSE & ENERGY, KITCHEN, KITCHEN APPLIANCES, MELAMINE WARE, TOOLS AND CAR CARE"
1857,200013879578,"FASHION CONC, FROZEN NON VEG, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE, MEN'S BOTTOMWEAR, OTHER RTD, SYRUPS & CONCENTRATE"
1858,200013879602,"FROZEN NON VEG, GLUCOSE & ENERGY, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, LAB, MEN'S INNERWEAR, READY TO EAT"
1859,200013879657,"BATHROOM AIDS, CERAMIC WARE, EGG, FROZEN NON VEG, KITCHEN APPLIANCES, MEN'S INNERWEAR, PACKD DRINKING WATER, READY TO EAT, SYRUPS & CONCENTRATE"
1860,200013879736,"BATH, CERAMIC WARE, FASHION CONC, FROZEN NON VEG, FURNISHING, MILK FOOD, PACKD DRINKING WATER, SERVE/TABLE WARE, SHOE CARE"
1861,200013879745,"CERAMIC WARE, FROZEN, FROZEN NON VEG, FURNISHING, GLUCOSE & ENERGY, INDIAN WEAR TOPS, KITCHEN, OTC FOOD, SYRUPS & CONCENTRATE"
1862,200013879860,"BATH, COLOUR COSMETICS, FISH, FURNISHING, GLASS WARE, MEAT, PACKD DRINKING WATER, POULTRY, SHOE CARE"
1863,200013880088,"BED, FROZEN NON VEG, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN, LAB, MEN'S INNERWEAR, PACKD DRINKING WATER, READY TO EAT"
1864,200013880103,"MELAMINE WARE, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTHER RTD, PACKD DRINKING WATER, PICKLE/CHUTNEY, SERVE/TABLE WARE, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1865,200013880246,"BROWN SPIRITS, FURNISHING, GLASS WARE, OTC, PACKD DRINKING WATER, PICKLE/CHUTNEY, READY TO EAT, TEA BAGS, TOOLS AND CAR CARE"
1866,200013880316,"COOKWARE METAL, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KITCHEN APPLIANCES, MEN'S INNERWEAR, MEN'S TOPWEAR, OTHER RTD, SPORT, TOOLS AND CAR CARE"
1867,200013880459,"FROZEN VEG, GIFT CARD & VOUCHERS, KID'S BOYS TOP WEAR, KITCHEN APPLIANCES, MELAMINE WARE, MEN'S INNERWEAR, READY TO EAT, SPORT, SYRUPS & CONCENTRATE"
1868,200013880486,"BATH, COLOUR COSMETICS, FASHION CONC, GLUCOSE & ENERGY, MELAMINE WARE, MEN'S INNERWEAR, MEN'S TOPWEAR, PACKD DRINKING WATER, SYRUPS & CONCENTRATE"
1869,200013880574,"BATH, CERAMIC WARE, COLOUR COSMETICS, FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, OTHER RTD, READY TO EAT, SHOE CARE"
1870,200013880626,"BROWN SPIRITS, FURNISHING, GIFT CARD & VOUCHERS, LAB, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY, READY TO EAT"
1871,200013880750,"CERAMIC WARE, COOKWARE METAL, ELECTRICAL EQUIPMENT, FROZEN, FURNISHING, KID'S BOYS TOP WEAR, KITCHEN APPLIANCES, PACKD DRINKING WATER, TOOLS AND CAR CARE"
1872,200013880848,"ALLNCE & MISC INCOME, BED, CERAMIC WARE, FROZEN NON VEG, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, MILK FOOD, READY TO EAT"
1873,200013880936,"BATHROOM AIDS, EGG, FASHION CONC, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN, MEN'S INNERWEAR, SHOE CARE, SYRUPS & CONCENTRATE"
1874,200013881014,"ALLNCE & MISC INCOME, BATHROOM AIDS, EGG, FASHION CONC, KITCHEN, KITCHEN APPLIANCES, OTHER RTD, SPORT, SYRUPS & CONCENTRATE"
1875,200013881193,"ALLNCE & MISC INCOME, COLOUR COSMETICS, COOKWARE METAL, EGG, MEN'S INNERWEAR, MEN'S TOPWEAR, OTHER RTD, PACKD DRINKING WATER, READY TO EAT"
1876,200013881218,"BATHROOM AIDS, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, LAB, MEN'S INNERWEAR, OTHER RTD"
1877,200013881546,"BATH, BED, CERAMIC WARE, COLOUR COSMETICS, FROZEN NON VEG, GLUCOSE & ENERGY, INDIAN WEAR TOPS, MEN'S BOTTOMWEAR, SHOE CARE"
1878,200013881740,"ALLNCE & MISC INCOME, BATHROOM AIDS, FOOT WEAR CONC, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KITCHEN, MELAMINE WARE, PACKD DRINKING WATER, TOOLS AND CAR CARE"
1879,200013881768,"BATH, CERAMIC WARE, FROZEN NON VEG, FURNISHING, GLUCOSE & ENERGY, MELAMINE WARE, PACKD DRINKING WATER, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1880,200013881865,"BATHROOM AIDS, FASHION CONC, FROZEN VEG, FURNISHING, KITCHEN APPLIANCES, MELAMINE WARE, OTC FOOD, OTHER RTD, SYRUPS & CONCENTRATE"
1881,200013881874,"BED, CERAMIC WARE, FASHION CONC, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN"
1882,200013882518,"BATH, BED, FASHION CONC, FOOT WEAR CONC, FROZEN NON VEG, OTC FOOD, PACKD DRINKING WATER, PICKLE/CHUTNEY, READY TO EAT"
1883,200013882758,"BED, FROZEN NON VEG, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, PICKLE/CHUTNEY, READY TO EAT, SPORT, TEA BAGS"
1884,200013882882,"BATH, ELECTRICAL EQUIPMENT, FASHION CONC, FURNISHING, GLASS WARE, MELAMINE WARE, OTC FOOD, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1885,200013882891,"DESSERT, FURNISHING, GLASS WARE, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, OTC FOOD, OTHER RTD"
1886,200013882925,"COOKWARE METAL, EGG, ELECTRICAL EQUIPMENT, FROZEN NON VEG, FROZEN VEG, INDIAN WEAR TOPS, KITCHEN, KITCHEN APPLIANCES, READY TO EAT"
1887,200013882934,"BATH, FASHION CONC, FROZEN NON VEG, FURNISHING, GLASS WARE, KID'S BOYS TOP WEAR, PACKD DRINKING WATER, READY TO EAT, TEA BAGS"
1888,200013883067,"FROZEN NON VEG, FURNISHING, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, PACKD DRINKING WATER, PICKLE/CHUTNEY, SERVE/TABLE WARE, TEA BAGS"
1889,200013883094,"CERAMIC WARE, FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, LAB, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
1890,200013883182,"FASHION CONC, FROZEN, FROZEN NON VEG, FURNISHING, MELAMINE WARE, PACKD DRINKING WATER, SERVE/TABLE WARE, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1891,200013883377,"BATH, FROZEN NON VEG, FROZEN VEG, FURNISHING, INDIAN WEAR TOPS, LAB, MILK FOOD, PACKD DRINKING WATER, SHOE CARE"
1892,200013883641,"BROWN SPIRITS, COOKWARE METAL, ELECTRICAL EQUIPMENT, FASHION CONC, FURNISHING, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY"
1893,200013883711,"BATH, COOKWARE METAL, FASHION CONC, FROZEN VEG, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, OTHER RTD, PACKD DRINKING WATER"
1894,200013883836,"BATH, COOKWARE METAL, EGG, FASHION CONC, FROZEN VEG, MELAMINE WARE, PACKD DRINKING WATER, READY TO EAT, SYRUPS & CONCENTRATE"
1895,200013884190,"CERAMIC WARE, FASHION CONC, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MELAMINE WARE, OTC FOOD, PACKD DRINKING WATER, SYRUPS & CONCENTRATE"
1896,200013884419,"BATH, CERAMIC WARE, FASHION CONC, FROZEN NON VEG, FROZEN VEG, FURNISHING, GLASS WARE, MILK FOOD, PACKD DRINKING WATER"
1897,200013884598,"BROWN SPIRITS, FROZEN NON VEG, FROZEN VEG, GLASS WARE, KIDS BOYS BWEAR, LAB, OTHER RTD, PACKD DRINKING WATER, PICKLE/CHUTNEY"
1898,200013884729,"ALLNCE & MISC INCOME, COOKWARE METAL, FROZEN NON VEG, GLUCOSE & ENERGY, KITCHEN, KITCHEN APPLIANCES, MEN'S BOTTOMWEAR, PICKLE/CHUTNEY, SHOE CARE"
1899,200013884738,"FASHION CONC, FROZEN NON VEG, FROZEN VEG, GLASS WARE, KITCHEN, MELAMINE WARE, OTC FOOD, PICKLE/CHUTNEY, SYRUPS & CONCENTRATE"
1900,200013884774,"COLOUR COSMETICS, ELECTRICAL EQUIPMENT, FASHION CONC, MELAMINE WARE, MEN'S TOPWEAR, OTHER RTD, PACKD DRINKING WATER, SPORT, SYRUPS & CONCENTRATE"
1901,200013885047,"ALLNCE & MISC INCOME, BATH, COLOUR COSMETICS, COOKWARE METAL, GLASS WARE, LAB, MILK FOOD, OTHER RTD, READY TO EAT"
1902,200013885162,"BATH, COLOUR COSMETICS, FASHION CONC, KITCHEN, MEN'S INNERWEAR, PACKD DRINKING WATER, SERVE/TABLE WARE, SHOE CARE, SYRUPS & CONCENTRATE"
1903,200013885214,"ALLNCE & MISC INCOME, BED, CERAMIC WARE, KIDS BOYS BWEAR, KITCHEN, LAB, MILK FOOD, OTC, READY TO EAT"
1904,200013885269,"BATH, ELECTRICAL EQUIPMENT, FASHION CONC, FROZEN NON VEG, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, READY TO EAT"
1905,200013885278,"BATH, COLOUR COSMETICS, FISH, FROZEN NON VEG, FURNISHING, GLASS WARE, KITCHEN APPLIANCES, OTHER RTD, SHOE CARE"
1906,200013885472,"ALLNCE & MISC INCOME, CERAMIC WARE, COOKWARE METAL, FURNISHING, GLASS WARE, KID'S BOYS TOP WEAR, OTC, OTHER RTD, PICKLE/CHUTNEY"
1907,200013885533,"ALLNCE & MISC INCOME, COLOUR COSMETICS, COOKWARE METAL, DISINFECTANT AND MUL, KID'S BOYS TOP WEAR, KITCHEN, MEN'S INNERWEAR, OTHER RTD, SPORT"
1908,200013885791,"BATH, FASHION CONC, FURNISHING, INDIAN WEAR TOPS, MELAMINE WARE, MILK FOOD, PACKD DRINKING WATER, SERVE/TABLE WARE, SHOE CARE"
1909,200013885959,"BATH, COOKWARE METAL, EGG, FASHION CONC, FROZEN NON VEG, FURNISHING, KITCHEN, PACKD DRINKING WATER, SHOE CARE"
1910,200013886134,"COOKWARE METAL, FASHION CONC, FURNISHING, MELAMINE WARE, MEN'S TOPWEAR, OTC FOOD, PACKD DRINKING WATER, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1911,200013886198,"CERAMIC WARE, FASHION CONC, FURNISHING, INDIAN WEAR TOPS, KIDS BOYS BWEAR, MEN'S INNERWEAR, OTHER RTD, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
1912,200013886277,"CERAMIC WARE, COLOUR COSMETICS, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, INDIAN WEAR TOPS, OTHER RTD, SHOE CARE, SYRUPS & CONCENTRATE"
1913,200013886578,"COOKWARE METAL, FROZEN NON VEG, FROZEN VEG, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, MILK FOOD"
1914,200013886587,"CERAMIC WARE, FASHION CONC, GLASS WARE, GLUCOSE & ENERGY, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN, MEN'S TOPWEAR, SERVE/TABLE WARE"
1915,200013886596,"ALLNCE & MISC INCOME, CERAMIC WARE, COLOUR COSMETICS, FROZEN NON VEG, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, LAB, TEA BAGS"
1916,200013886657,"BATH, CERAMIC WARE, FROZEN NON VEG, FROZEN VEG, MEN'S BOTTOMWEAR, MILK FOOD, PACKD DRINKING WATER, READY TO EAT, SYRUPS & CONCENTRATE"
1917,200013886921,"CERAMIC WARE, GIFT CARD & VOUCHERS, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, MELAMINE WARE, PICKLE/CHUTNEY, READY TO EAT, TEA BAGS"
1918,200013886949,"BATH, GLUCOSE & ENERGY, KITCHEN, PACKD DRINKING WATER, PICKLE/CHUTNEY, SERVE/TABLE WARE, SHOE CARE, SYRUPS & CONCENTRATE, TEA BAGS"
1919,200013887258,"BATH, FROZEN NON VEG, FURNISHING, KITCHEN APPLIANCES, MELAMINE WARE, PACKD DRINKING WATER, READY TO EAT, SERVE/TABLE WARE, TOOLS AND CAR CARE"
1920,200013887391,"DESSERT, DISINFECTANT AND MUL, GLASS WARE, KID'S BOYS TOP WEAR, LAB, MEAT, OTHER RTD, PICKLE/CHUTNEY, SHOE CARE"
1921,200013887601,"BATH, COLOUR COSMETICS, FISH, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, MELAMINE WARE, SYRUPS & CONCENTRATE"
1922,200013887920,"CERAMIC WARE, FASHION CONC, FROZEN NON VEG, FURNISHING, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE, SERVE/TABLE WARE"
1923,200013888071,"BATHROOM AIDS, CERAMIC WARE, COOKWARE METAL, ELECTRICAL EQUIPMENT, FROZEN, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MEN'S TOPWEAR"
1924,200013888813,"FASHION CONC, FROZEN NON VEG, FURNISHING, GLUCOSE & ENERGY, KITCHEN APPLIANCES, MELAMINE WARE, SERVE/TABLE WARE, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1925,200013888840,"BATH, COLOUR COSMETICS, EGG, INDIAN WEAR TOPS, MEN'S INNERWEAR, OTHER RTD, SHOE CARE, SPORT, SYRUPS & CONCENTRATE"
1926,200013888947,"FROZEN VEG, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KITCHEN, MEAT, MEN'S INNERWEAR, OTHER RTD, PICKLE/CHUTNEY, SHOE CARE"
1927,200013888956,"BATH, BATHROOM AIDS, COOKWARE METAL, EGG, FASHION CONC, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, MEAT"
1928,200013888974,"BATHROOM AIDS, FASHION CONC, KIDS BOYS BWEAR, MELAMINE WARE, MEN'S BOTTOMWEAR, OTC FOOD, SERVE/TABLE WARE, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1929,200013889007,"ALLNCE & MISC INCOME, COOKWARE METAL, EGG, KID'S BOYS TOP WEAR, KITCHEN TOOLS METAL, LAB, MEN'S INNERWEAR, READY TO EAT, SHOE CARE"
1930,200013889177,"FROZEN NON VEG, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, LAB, MEN'S TOPWEAR, PICKLE/CHUTNEY, SERVE/TABLE WARE, TEA BAGS"
1931,200013889247,"ELECTRICAL EQUIPMENT, FOOT WEAR CONC, FROZEN NON VEG, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN, KITCHEN TOOLS METAL, READY TO EAT, SHOE CARE"
1932,200013889283,"BATH, EGG, FASHION CONC, MELAMINE WARE, MILK FOOD, OTC FOOD, PACKD DRINKING WATER, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
1933,200013889779,"BATHROOM AIDS, COOKWARE METAL, GLASS WARE, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, MELAMINE WARE, OTHER RTD, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1934,200013889830,"CERAMIC WARE, FASHION CONC, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, MEN'S INNERWEAR, PACKD DRINKING WATER, READY TO EAT, SPORT, SYRUPS & CONCENTRATE"
1935,200013890058,"BATH, CERAMIC WARE, FASHION CONC, MEN'S BOTTOMWEAR, MILK FOOD, OTC FOOD, PACKD DRINKING WATER, PICKLE/CHUTNEY, READY TO EAT"
1936,200013890456,"BATH, FROZEN NON VEG, GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, MEAT, MEN'S INNERWEAR, SERVE/TABLE WARE"
1937,200013890872,"BED, COLOUR COSMETICS, FROZEN NON VEG, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN APPLIANCES, MELAMINE WARE, PICKLE/CHUTNEY, TEA BAGS"
1938,200013890924,"BATHROOM AIDS, INDIAN WEAR TOPS, KITCHEN APPLIANCES, LAB, MEN'S INNERWEAR, MEN'S TOPWEAR, OTHER RTD, PICKLE/CHUTNEY, POULTRY"
1939,200013891242,"FROZEN NON VEG, GLUCOSE & ENERGY, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN, MEN'S INNERWEAR, OTHER RTD, SPORT, SYRUPS & CONCENTRATE"
1940,200013891473,"ALLNCE & MISC INCOME, CERAMIC WARE, COOKWARE METAL, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, MEN'S TOPWEAR, PICKLE/CHUTNEY, TOOLS AND CAR CARE"
1941,200013896593,"BATH, BROWN SPIRITS, CERAMIC WARE, EGG, FURNISHING, GLASS WARE, INDIAN WEAR TOPS, READY TO EAT, SYRUPS & CONCENTRATE"
1942,200013896706,"COOKWARE METAL, ELECTRICAL EQUIPMENT, FASHION CONC, FURNISHING, KIDS BOYS BWEAR, MEN'S BOTTOMWEAR, OTHER RTD, READY TO EAT, SYRUPS & CONCENTRATE"
1943,200013896742,"BED, BROWN SPIRITS, FROZEN NON VEG, KIDS BOYS BWEAR, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY, SERVE/TABLE WARE"
1944,200013896779,"BROWN SPIRITS, CARBONATED, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, LAB, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY"
1945,200013896858,"CERAMIC WARE, FASHION CONC, FROZEN NON VEG, FURNISHING, KIDS BOYS BWEAR, KITCHEN, PACKD DRINKING WATER, READY TO EAT, SERVE/TABLE WARE"
1946,200013896867,"BATH, FASHION CONC, FROZEN NON VEG, FROZEN VEG, FURNISHING, GLASS WARE, MELAMINE WARE, PACKD DRINKING WATER, SERVE/TABLE WARE"
1947,200013896894,"BATH, DESSERT, FASHION CONC, GLASS WARE, INDIAN WEAR TOPS, KITCHEN, KITCHEN TOOLS METAL, MELAMINE WARE, SERVE/TABLE WARE"
1948,200013897307,"ALLNCE & MISC INCOME, BATHROOM AIDS, CERAMIC WARE, DISINFECTANT AND MUL, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, LAB, OTHER RTD"
1949,200013897662,"CERAMIC WARE, FASHION CONC, FROZEN NON VEG, FURNISHING, GLASS WARE, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, PACKD DRINKING WATER, SERVE/TABLE WARE"
1950,200013897671,"BATH, COLOUR COSMETICS, COOKWARE METAL, FASHION CONC, FROZEN NON VEG, GLUCOSE & ENERGY, KITCHEN, MEN'S INNERWEAR, SERVE/TABLE WARE"
1951,200013897699,"BATH, COOKWARE METAL, FASHION CONC, FROZEN NON VEG, FROZEN VEG, MELAMINE WARE, MEN'S INNERWEAR, PACKD DRINKING WATER, SYRUPS & CONCENTRATE"
1952,200013897714,"BATH, FASHION CONC, FROZEN NON VEG, FURNISHING, GLASS WARE, KIDS BOYS BWEAR, KITCHEN, PACKD DRINKING WATER, SERVE/TABLE WARE"
1953,200013897750,"BATH, FASHION CONC, FROZEN VEG, GIFT CARD & VOUCHERS, GLASS WARE, MEN'S INNERWEAR, MILK FOOD, READY TO EAT, SYRUPS & CONCENTRATE"
1954,200013897811,"BATHROOM AIDS, ELECTRICAL EQUIPMENT, FASHION CONC, GLUCOSE & ENERGY, KIDS BOYS BWEAR, MELAMINE WARE, OTC FOOD, PICKLE/CHUTNEY, SYRUPS & CONCENTRATE"
1955,200013897820,"BROWN SPIRITS, FASHION CONC, FURNISHING, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, OTHER RTD, SERVE/TABLE WARE"
1956,200013897945,"ALLNCE & MISC INCOME, CERAMIC WARE, FASHION CONC, GLUCOSE & ENERGY, KITCHEN, MEN'S BOTTOMWEAR, MILK FOOD, OTHER RTD, SERVE/TABLE WARE"
1957,200013898227,"BATHROOM AIDS, COOKWARE METAL, ELECTRICAL EQUIPMENT, FASHION CONC, GLUCOSE & ENERGY, MELAMINE WARE, MEN'S TOPWEAR, OTC FOOD, SYRUPS & CONCENTRATE"
